ComID Y
77-79-2 0
77-83-8 0
77-95-2 0
7700-17-6 0
772-43-0 1
7756-96-9 0
7763-77-1 1
7775-09-9 0
7779-16-0 0
7779-65-9 0
7779-77-3 0
78-34-2 1
78-40-0 0
78-42-2 0
78-44-4 0
78-51-3 0
78-59-1 0
78-63-7 0
78-70-6 0
78-78-4 0
78-79-5 0
78-81-9 0
78-83-1 0
78-87-5 1
78-88-6 1
78-90-0 0
78-93-3 0
78-94-4 1
781-43-1 1
786-66-3 1
79-00-5 0
79-01-6 0
79-08-3 1
79-09-4 0
79-10-7 0
79-11-8 0
79-14-1 0
79-15-2 0
79-20-9 0
79-21-0 0
79-24-3 0
79-27-6 0
79-29-8 0
79-34-5 0
79-36-7 1
79-43-6 1
79-44-7 1
79-46-9 1
79-94-7 0
793-24-8 0
80-05-7 0
80-07-9 0
80-08-0 0
80-13-7 1
80-15-9 1
80-30-8 0
80-39-7 0
80-40-0 1
80-43-3 0
80-46-6 0
80-47-7 1
80-52-4 0
80-63-7 1
8001-35-2 1
8003-22-3 1
8047-99-2 1
8062-14-4 1
8065-48-3 1
80789-74-8 1
81-07-2 0
81-11-8 0
81-14-1 0
81-20-9 1
81-48-1 0
81-49-2 1
81-77-6 0
81-88-9 1
812-00-0 0
813-78-5 0
817-99-2 1
82-28-0 1
82-62-2 0
82-68-8 0
820-75-7 1
821-06-7 1
821-48-7 1
822-36-6 0
828-00-2 1
83-07-8 0
83-26-1 0
83-32-9 0
83-38-5 0
83-46-5 0
83-66-9 0
83-67-0 0
83-72-7 1
83-79-4 0
832-69-9 1
834-28-6 0
839-90-7 0
84-61-7 0
84-64-0 0
84-65-1 1
84-66-2 0
84-69-5 0
84-74-2 0
84-75-3 0
84-88-8 1
841-18-9 1
85-02-9 1
85-22-3 0
85-44-9 0
85-68-7 0
85-81-4 1
85-98-3 0
86-00-0 0
86-26-0 0
86-30-6 0
86-50-0 1
86-57-7 1
86-73-7 0
86-74-8 0
86-95-3 1
868-85-9 1
87-10-5 0
87-25-2 0
87-29-6 0
87-44-5 0
87-59-2 1
87-60-5 0
87-61-6 0
87-62-7 1
87-65-0 0
87-66-1 1
87-68-3 0
87-82-1 0
87-86-5 0
872-50-4 0
874-42-0 0
879-39-0 0
88-06-2 0
88-16-4 0
88-19-7 0
88-21-1 1
88-23-3 0
88-72-2 0
88-73-3 1
88-74-4 0
88-75-5 0
88-88-0 1
88-89-1 1
88-96-0 0
88-99-3 0
881-03-8 1
881-07-2 1
89-25-8 0
89-40-7 1
89-57-6 0
89-58-7 1
89-62-3 1
89-69-0 1
89-72-5 0
89-73-6 1
89-82-7 0
89-86-1 0
89-98-5 0
892-17-1 1
894-52-0 1
90-00-6 0
90-04-0 1
90-05-1 0
90-12-0 0
90-13-1 1
90-15-3 0
90-30-2 0
90-33-5 0
90-41-5 1
90-45-9 1
90-94-8 1
9002-86-2 0
9002-88-4 0
9002-92-0 0
9003-53-6 0
91-08-7 1
91-17-8 0
91-20-3 0
91-21-4 0
91-22-5 1
91-23-6 1
91-44-1 0
91-53-2 0
91-57-6 0
91-58-7 0
91-59-8 1
91-62-3 1
91-63-4 1
91-64-5 1
91-66-7 0
91-68-9 1
91-84-9 0
91-93-0 1
91-94-1 1
92-36-4 1
92-48-8 0
92-52-4 0
92-55-7 1
92-62-6 1
92-66-0 0
92-67-1 1
92-84-2 0
92-87-5 1
92-93-3 1
920-66-1 0
924-16-3 1
924-42-5 0
93-05-0 1
93-15-2 0
93-45-8 0
93-46-9 1
93-58-3 0
93-76-5 0
93-79-8 0
930-22-3 1
930-37-0 1
930-55-2 1
930-68-7 0
931-97-5 0
933-75-5 0
933-78-8 0
934-32-7 0
935-95-5 0
937-40-6 1
938-73-8 0
94-13-3 0
94-20-2 0
94-25-7 0
94-26-8 0
94-36-0 0
94-52-0 1
94-59-7 0
94-75-7 0
94-80-4 0
94-82-6 0
94-96-2 0
944-22-9 0
95-14-7 1
95-16-9 0
95-19-2 0
95-46-5 0
95-47-6 0
95-48-7 0
95-50-1 0
95-51-2 0
95-53-4 1
95-54-5 1
95-55-6 1
95-57-8 0
95-64-7 1
95-65-8 0
95-68-1 1
95-74-9 1
95-76-1 0
95-77-2 0
95-78-3 1
95-79-4 0
95-80-7 1
95-82-9 0
95-83-0 1
95-84-1 1
95-85-2 1
95-87-4 0
95-94-3 0
95-95-4 0
952-23-8 1
958-93-0 0
96-09-3 1
96-11-7 1
96-12-8 1
96-13-9 1
96-18-4 1
96-23-1 1
96-24-2 1
96-29-7 1
96-31-1 0
96-33-3 0
96-37-7 0
96-48-0 0
96-50-4 1
96-67-3 0
96-69-5 0
96-91-3 1
961-11-5 0
962-32-3 1
963-89-3 1
968-81-0 0
97-02-9 1
97-18-7 0
97-23-4 1
97-24-5 0
97-32-5 1
97-42-7 0
97-53-0 0
97-54-1 0
97-56-3 1
97-63-2 0
97-77-8 0
97-84-7 0
97-86-9 0
97-88-1 0
98-00-0 0
98-07-7 1
98-08-8 0
98-11-3 0
98-15-7 0
98-16-8 0
98-29-3 0
98-30-6 0
98-37-3 0
98-46-4 0
98-51-1 0
98-56-6 0
98-82-8 0
98-83-9 0
98-85-1 0
98-87-3 1
98-92-0 0
98-95-3 0
98-96-4 0
982-57-0 0
989-38-8 0
99-04-7 0
99-07-0 1
99-08-1 0
99-09-2 1
99-30-9 1
99-33-2 1
99-48-9 0
99-52-5 1
99-54-7 1
99-55-8 1
99-56-9 1
99-57-0 1
99-59-2 1
99-65-0 1
99-66-1 0
99-75-2 0
99-82-1 0
99-94-5 0
99-98-9 1
99-99-0 0
992-59-6 0
994-05-8 0
999-29-1 1
999-81-5 0
999-97-3 0
